评论,地区,日期,点赞,情绪
回复@寸再失横:也没有人说不认罪啊，你在干什么？碍着你了吗？真神经病。,其他,Mon Jun 02 15:17:31 +0800 2025,2,sadness
小黄网站一大堆不抓，却抓这种。太让人无语了,上海,Sun Jun 01 13:52:36 +0800 2025,3506,disgust
回复@余鱼鱼余鱼鱼余:给你点了，就挑软柿子哈,其他,Mon Jun 02 18:33:37 +0800 2025,0,happiness
回复@一分浅淡一分深:也不用这样说吧，底层人都挺难的，这也不是男女问题,其他,Mon Jun 02 18:24:49 +0800 2025,0,sadness
我们班男生现在已经满嘴91了，这软件在男的里都快成神话了，也没见出啥事[黑线],其他,Mon Jun 02 18:18:21 +0800 2025,0,sadness
有时候看小说不小心点到垃圾网站，老天爷，里面都是偷拍、mj啥的，吓死我了。这种真正违法犯罪的能不能管管[拜拜],四川 ,Mon Jun 02 17:45:17 +0800 2025,1,disgust
回复@追星仁:这不就是猥亵尸体吗，奸尸,云南,Mon Jun 02 17:34:34 +0800 2025,0,disgust
小说比片难找，随便一翻都是大肥猪，恶心死了,其他,Mon Jun 02 17:28:08 +0800 2025,1,disgust
回复@余鱼鱼余鱼鱼余:真的是，没进去过,湖南,Mon Jun 02 16:32:03 +0800 2025,0,sadness
回复@余鱼鱼余鱼鱼余:真的 烦死那些广告了[苦涩][苦涩],山东 ,Mon Jun 02 15:06:56 +0800 2025,2,sadness
某某探花这都抓多少了[可爱],其他,Mon Jun 02 12:14:17 +0800 2025,1,like
回复@一分浅淡一分深:是的[打call]因为我们都是女的,陕西 ,Mon Jun 02 11:29:21 +0800 2025,0,surprise
好魔幻，田力拼命洗白因为凰文影响力传播力广才严重，难道黄片影响力不严重？传播力不严重？还培养了一堆潜在强奸犯,其他,Mon Jun 02 10:47:16 +0800 2025,21,like
太太太太多了，浏览器弹出来的,其他,Mon Jun 02 09:53:18 +0800 2025,7,disgust
你是傻子？大部分服务器和人都在境外，境内被抓的新闻你看不到吗？,上海,Mon Jun 02 09:08:02 +0800 2025,3,disgust
因为那个不好抓，好多是域外的，存在困难,河北,Mon Jun 02 08:51:51 +0800 2025,2,sadness
回复@荣zi荣:好多，我以前没点进去过，但那个标题是mj掐晕，不像是假的，有点害怕是真实发生的，结果……,广东 ,Mon Jun 02 01:53:54 +0800 2025,2,disgust
回复@追星仁:我已经看到过不下五个被迷……j的视频了,其他,Mon Jun 02 01:50:58 +0800 2025,4,surprise
回复@呢蔻呢蔻呢:因为他们要看,广东 ,Mon Jun 02 01:25:51 +0800 2025,5,like
回复@用户7845763755:对对对，本来我没想看下去的，但那个男的还把女的的手脚掰来掰去，女的全身僵硬，我就怀疑女的s了，一直看下去才发现她完全没有呼吸，眼睛一直睁着，十几分钟的视频，女的没有动过一次，眼睛也没有眨过,广东 ,Mon Jun 02 01:25:02 +0800 2025,6,anger
金瓶梅、春宫图自古有之，NB去古代远洋捕捞啊,北京,Sun Jun 01 15:02:15 +0800 2025,1982,like
不用去古代，抓唐家三少就行了,其他,Mon Jun 02 14:13:26 +0800 2025,7,disgust
支持楼主和jf一起穿越时空去逮捕唐伯虎，兰陵笑笑生[good][good],浙江 ,Mon Jun 02 11:30:42 +0800 2025,0,happiness
回复@许安锦:是禁书，古代人也披马甲，四大名著的作者为什么有争议就是匿名写的[允悲],广东,Mon Jun 02 10:22:48 +0800 2025,2,surprise
金瓶梅写出来的时候一样是禁书[汗]，而且它是书里带颜色，不是为了颜色才写书的，说实在现在还能写出类似这种，有几个人[汗],其他,Mon Jun 02 09:02:10 +0800 2025,8,sadness
现在活着的作家里边 出版物也很多描写性的吧 为啥不抓？,其他,Mon Jun 02 07:58:22 +0800 2025,21,disgust
就是说,其他,Mon Jun 02 06:18:49 +0800 2025,0,anger
唐伯虎都要被拉出来批判了,浙江 ,Mon Jun 02 02:10:26 +0800 2025,1,anger
支持去地府捕捞,其他,Mon Jun 02 02:04:33 +0800 2025,0,anger
把出版社抓了,湖南 ,Sun Jun 01 20:51:04 +0800 2025,89,sadness
支持跨时空捕捞[太开心][太开心][太开心],海外,Sun Jun 01 19:38:45 +0800 2025,281,happiness
这根本就不是写不写文的问题，而是他们的传唤、审讯、量刑真的合法合规吗？凭什么让他们这样随随便便给人判罚？,上海,Sun Jun 01 15:50:58 +0800 2025,1931,anger
对 最气愤的是猥亵罪强奸罪都没这么狠 浏览器的一些弹窗我都不知道怎么说 还强制给你弹过去[微笑][微笑][微笑][微笑],其他,Mon Jun 02 15:51:23 +0800 2025,17,anger
回复@ios壹:人抢劫的话我感觉和传播黄文造成的损失不一样,其他,Mon Jun 02 13:43:07 +0800 2025,1,fear
回复@ios壹:啊，国家规定的就是三年啊,其他,Mon Jun 02 13:42:18 +0800 2025,0,anger
回复@fovik-u:媚者无疆也拍了[允悲],其他,Mon Jun 02 13:27:40 +0800 2025,1,sadness
说实话我不觉得女生看耽美小黄文有什么危害,江苏 ,Sun Jun 01 16:00:58 +0800 2025,862,like
而且性教育做的贼拉，一边催生一边不做性教育，不准看h文[二哈]我的x知识还是大学的时候看bl小说，同担教我的呢，看小h文之前，我甚至不知道女的也有x需求，以为只有男的有需求,浙江,Sun Jun 01 22:27:01 +0800 2025,449,disgust
qj和wx判的都没这个重，真踏马的离谱,其他,Sun Jun 01 20:22:42 +0800 2025,295,sadness
女生看这些根本没危害也不会去实施。更何况很多都是耽美，都是看个爽。而男的不一样了，他们就会带到现实中，有些小男孩小学看的那些片那些东西我都懒得说[拜拜][拜拜],浙江,Sun Jun 01 23:18:18 +0800 2025,86,disgust
我性启蒙源自于po文[苦涩]，高一学精卵结合特别懵懂要不是高二误打误撞打开了一篇，都不知道什么时候才明白怎么生孩子[苦涩],北京,Mon Jun 02 00:59:06 +0800 2025,29,disgust
??教育是不做的 孩子是kuangkuang生生[doge],其他,Mon Jun 02 11:29:40 +0800 2025,22,anger
想让女人什么都不懂，任男人宰割呗,江苏 ,Mon Jun 02 15:12:41 +0800 2025,8,anger
传播sq这是违法 没有办法,浙江,Mon Jun 02 00:35:53 +0800 2025,10,anger
这次被抓的都是写耽huang的吗,其他,Sun Jun 01 21:54:51 +0800 2025,10,anger
觉得有精神上的危害就管管现在的学校[二哈]住宿更是生不如死，一大堆抑郁症,海南,Mon Jun 02 10:51:19 +0800 2025,7,like
还没有一个正常在家吃饭的男性犯罪几率大[黑线][黑线][黑线],其他,Mon Jun 02 17:13:37 +0800 2025,1,anger
女的看黄文难道不是去po吗？,其他,Mon Jun 02 16:33:24 +0800 2025,0,anger
只要繁衍，不准要性[给你小心心],其他,Mon Jun 02 15:51:29 +0800 2025,0,sadness
可能觉得看耽美影响结婚了生育率吧[思考][思考],广东,Mon Jun 02 14:43:49 +0800 2025,1,like
回复@你看起来很好睡ovo:还有代孕,北京 ,Mon Jun 02 18:28:46 +0800 2025,0,disgust
回复@用户7961691743:是啊   而且往大了说   成年人怎么就不能看黄文了哈哈哈,上海,Mon Jun 02 16:11:15 +0800 2025,0,anger
回复@业余的炼金术士:纸质物品也算淫秽物品，不过黄文都是文字，画面都靠自己想像，咋罚得比qj都还重了[允悲],北京,Mon Jun 02 16:09:16 +0800 2025,1,disgust
回复@樱桃小Maruko:我也是,山东 ,Mon Jun 02 14:18:08 +0800 2025,0,sadness
回复@牛伽麦赫安奥19512:就是，生的时候靠男的兽欲吗？[允悲],山西,Mon Jun 02 13:43:53 +0800 2025,0,anger
回复@i7猫猫头:真的，市面上几乎没有正常的颜色片，全是能把女人吓的不想恋爱的男性向，对女的都很凶残，把女的当物件。女的也就看看女性向的小h文能找到点乐趣。,浙江,Mon Jun 02 12:14:20 +0800 2025,16,anger
“写小黄书判十年。拐卖46名儿童致其中2人死亡，一本小黄书；囚禁虐待幼女，0.15本小黄书；QJ禁锢虐待被拐女性生8子，0.9本小黄书；虐妻致死，0.6本小黄书。既然有这么好的尺子对比，就更能证明妇幼的性命的分量不是吗？”来自网络评论区 没有为犯罪行为洗白的意思，只是觉得量刑让我不太能理解,浙江 ,Sun Jun 01 09:32:43 +0800 2025,710,surprise
回复@Rachel__Wang小王:6,河南,Mon Jun 02 01:16:34 +0800 2025,0,anger
家暴0本小黄书,河北,Sun Jun 01 23:30:58 +0800 2025,111,surprise
太可笑了??,海外,Sun Jun 01 23:16:13 +0800 2025,1,happiness
@小猫牙齿矫正师,海外 ,Sun Jun 01 12:34:20 +0800 2025,0,like
那些男频文，一夫多妻，小说价值导向公然违背我国婚姻法你们不管，搞啥子???,其他,Sun Jun 01 20:01:07 +0800 2025,708,disgust
回复@DearMLove:我吐了,山东 ,Mon Jun 02 10:43:45 +0800 2025,0,surprise
回复@啦啦啦做一只快乐猹:清水文都判了 发在晋江老福特的都判了 我真是搞不懂这个世界,其他,Mon Jun 02 09:00:56 +0800 2025,31,happiness
这个还行，毕竟女频也有很多np文问题还是小黄文不应该判的这么重，偷拍的都没事,山东 ,Mon Jun 02 03:14:49 +0800 2025,17,surprise
代运不抓 拐mai说是收留 230w不查 写个文往亖里整,四川,Sun Jun 01 23:34:56 +0800 2025,469,sadness
嫉妒女的有才华,其他,Mon Jun 02 15:28:25 +0800 2025,0,anger
估计就是看到230w了，他们贪太多了，现在补窟窿去了[笑cry],其他,Mon Jun 02 14:40:16 +0800 2025,2,disgust
就是[微笑],安徽,Mon Jun 02 14:00:37 +0800 2025,0,happiness
欺软怕硬而已,海外 ,Mon Jun 02 09:25:42 +0800 2025,0,fear
偷拍直播的一大把不抓，摆在那里好看,其他,Mon Jun 02 01:36:13 +0800 2025,69,disgust
柿子找软的捏,广东,Sun Jun 01 23:49:47 +0800 2025,31,surprise
怎么不把海棠关了，在这一个个的抓人[悲伤][悲伤][悲伤],其他,Sun Jun 01 15:43:25 +0800 2025,234,sadness
回复@用户6197287247:关不了。不能给到墙吗,其他,Mon Jun 02 16:50:34 +0800 2025,0,anger
回复@熙大宝贝爱玉玉:服务器不在大陆，但是海棠有很多代理商在，代理商抓到就可以拿到读者信息，然后通过读者阅读信息调查到作者信息。,湖北,Mon Jun 02 15:15:20 +0800 2025,0,like
回复@用户7992486575:没提现的也要抓嘛,山东 ,Mon Jun 02 12:17:57 +0800 2025,0,anger
罪名来说量刑过重，是全程未公示纸质文书，是直接跨省传唤没有当地警察陪同，是跨省没有提供路费住宿，为什么不按流程走[尬笑],其他,Mon Jun 02 11:25:22 +0800 2025,5,anger
回复@寸再失横:但是传播是有一个门槛的，点击量累计叠加才一千，就追你几个小时追到老家，再审五六个小时，这合适吗这个,其他,Mon Jun 02 09:14:27 +0800 2025,1,disgust
回复@用户7992486575:传播也算啊，最果的神狐，夜樱，被抓都是因为这个，进去是因为赚钱,上海,Mon Jun 02 09:10:09 +0800 2025,0,sadness
回复@霁明明明明:但是好多是免费的人，并没有去提现过，这个也被抓了。昨天被请喝茶那个点击量就一千,其他,Mon Jun 02 09:01:57 +0800 2025,1,sadness
当然是做不了台湾的主了，人家服务器在美国，公司在台湾,其他,Mon Jun 02 06:19:54 +0800 2025,2,disgust
海棠关不了，是台湾的，能查到作者大概是因为银行能查到作者的银行卡会收到定期境外汇款之类的吧[跪了]朋友银行工作，说这种算高危用户，因为不知道这些钱哪来的有没有经过汇率换算啥的,河南,Mon Jun 02 00:33:43 +0800 2025,2,surprise
回复@熙大宝贝爱玉玉:是中间商给的,江苏 ,Sun Jun 01 21:57:24 +0800 2025,0,like
回复@熙大宝贝爱玉玉:资料好搞吧..各种方法都行，但你肉身在境外是抓不回来的,其他,Sun Jun 01 20:35:35 +0800 2025,2,happiness
回复@用户6197287247:那大陆怎么拿到海棠网站的内部资料呢,湖南,Sun Jun 01 20:33:35 +0800 2025,4,disgust
又不是大陆网站，跑台湾抓人去？,其他,Sun Jun 01 20:28:38 +0800 2025,14,disgust
为了捞钱啊,其他,Sun Jun 01 17:19:43 +0800 2025,9,anger
海棠不在大陆，海棠想赚钱，之前销号的文都还在,其他,Sun Jun 01 16:08:16 +0800 2025,32,disgust
"""倭寇不能不剿",其他,黑龙江,0,anger
剿j,其他,Mon Jun 02 14:13:45 +0800 2025,0,anger
对得起你这个IP[允悲],山西 ,Sun Jun 01 22:06:28 +0800 2025,4,sadness
[doge]记录在案！,安徽,Sun Jun 01 15:19:26 +0800 2025,3,anger
不但抢小狗的盆子，还要毁了小狗一生[泪]给钱都无所谓了，最怕的是毁了这些年轻孩子的人生啊,其他,Sun Jun 01 23:46:16 +0800 2025,207,disgust
我看到有研究生拟录取被取消本科学历政审还迟迟不通过的，有本科毕业就能进一家事业单位的，有童年遭遇不幸把写文当成精神支柱的，她们都才只有20来岁的年纪，却要面临三倍罚款和牢狱之灾[苦涩][苦涩],江苏 ,Mon Jun 02 06:24:06 +0800 2025,35,disgust
已经毁了。还有的研究生资格都被取消了，连本科都要被取消的。,其他,Mon Jun 02 06:20:17 +0800 2025,12,disgust
这些女孩真的这辈子完蛋了[允悲]以后生活都要被指指点点??,其他,Mon Jun 02 00:08:12 +0800 2025,37,anger
写写看看文字又怎么了[苦涩]拍片的约p的都不管[苦涩],山西,Sun Jun 01 23:02:09 +0800 2025,160,anger
回复@蓝色经典1234567:医院一大堆daiyun 查个东西 漫天网站来了 甚至都开发软件了 我想问如果管了 为什么还有软件和网站呢 如果你还是觉得自己的理想高于一切 那我只能说你继续哈[可怜],广东 ,Mon Jun 02 18:44:32 +0800 2025,0,disgust
回复@蓝色经典1234567:那为什么那些h网站还那么明目张胆呢[允悲],其他,Mon Jun 02 17:37:59 +0800 2025,0,disgust
回复@蓝色经典1234567:wow医院厕所小广告一大堆呢,其他,Mon Jun 02 17:08:34 +0800 2025,3,anger
回复@蓝色经典1234567:管个屁了，那小广告都贴到我家楼下租房的地方了，什么纯情女学生，热情妈妈什么的，这叫管了？,其他,Mon Jun 02 15:02:11 +0800 2025,7,anger
回复@蓝色经典1234567:哇共享单车上的小广告一点不管，但是搜都搜不到的海棠能管。不是瞄准了打谁信?,其他,Mon Jun 02 12:02:44 +0800 2025,13,disgust
回复@蓝色经典1234567:太多了，那个城市你是能找到地上没小广告的，联系方式都在上面抓人抓不到么？,江苏 ,Mon Jun 02 11:10:05 +0800 2025,6,sadness
回复@蓝色经典1234567:哈哈，随处可见的小卡片贴在电线杆子上写着“只进入身体，不进入生活”，这“进入”两个字指的是啥性别显而易见了叭[开摆],吉林,Mon Jun 02 10:47:05 +0800 2025,8,happiness
回复@蓝色经典1234567:怎么哪都有你[允悲]田力藏好自己皮下[允悲]新闻是不看的法条是不懂的，一到这种时候闻着味儿就来了[允悲],其他,Mon Jun 02 10:16:34 +0800 2025,6,sadness
回复@蓝色经典1234567:pc才进去几天的,北京,Mon Jun 02 08:53:27 +0800 2025,8,surprise
回复@蓝色经典1234567:怎么管的？抓了多少罚了多少判了几年啊？去尼玛的,其他,Mon Jun 02 06:35:19 +0800 2025,8,disgust
你怎么知道没管呢？,河北 ,Mon Jun 02 06:05:16 +0800 2025,0,anger
月都快被摆到明面上了[融化],其他,Sun Jun 01 23:09:16 +0800 2025,45,sadness
兰州穷疯了吗请问，不至于吧,其他,Sun Jun 01 22:45:20 +0800 2025,156,fear
兰州就这品啊[可爱]避雷了,广东,Mon Jun 02 13:53:03 +0800 2025,14,like
至于，出手这么狠，不知道多大的窟窿要填,海外 ,Mon Jun 02 09:28:15 +0800 2025,37,surprise
写文惹你们谁了[费解] 至于这样毁人女孩的人生吗[费解],其他,Mon Jun 02 00:14:39 +0800 2025,107,disgust
回复@蓝色经典1234567:专挑软柿子捏，代孕的判了吗，家暴的判了吗，qj的都不到十年，写个文十年，不就是欺负老百姓没权没势吗,其他,Mon Jun 02 17:40:54 +0800 2025,4,disgust
回复@蓝色经典1234567:偷别人一百块钱要被判s刑，杀人的不用偿命，就这么管是吗,其他,Mon Jun 02 17:39:05 +0800 2025,2,disgust
回复@蓝色经典1234567:2,其他,Mon Jun 02 15:19:36 +0800 2025,0,surprise
回复@蓝色经典1234567:何必判那么重？量刑不合理吧[可爱]你就那么为田力说话啊,其他,Mon Jun 02 12:10:16 +0800 2025,12,disgust
回复@蓝色经典1234567:那要这么说市面上有的读物也涉及吧[笑cry]电视剧电影也有这种情节[笑cry]怎么没人说他们违法呢[笑cry],其他,Mon Jun 02 09:52:40 +0800 2025,15,surprise
回复@寸再失横:快播被摁死了至少程序合规，现在爆出来的有多少是手续齐全的，都是连吓唬带威胁就把人忽悠到外地去交罚款了,其他,Mon Jun 02 09:45:32 +0800 2025,2,disgust
回复@莓果伏特加_:快播:对啊,上海,Mon Jun 02 09:10:40 +0800 2025,0,happiness
回复@蓝色经典1234567:但是他量刑和执法完全存在问题，远洋捕捞全国写文的，他怎么不敢远洋捕捞带孕机构，怎么不去远洋捕捞230万，不就是看中了这些人没背景，好拿捏，而且正常的执法需要女生脱光衣服检查，没病吧[爱你],其他,Mon Jun 02 09:03:43 +0800 2025,20,like
回复@蓝色经典1234567:违法了认罚，但是拿老黄历量刑，畸重量刑，这是合理的吗？咱们普通人不经历写文也会经历别的事情吧，开了这个口子以后干什么都有依据,其他,Mon Jun 02 09:03:25 +0800 2025,10,disgust
回复@蓝色经典1234567:明显是搞业绩要钱，虚伪又恶心，别搁这冠冕堂皇了，有多远滚多远！,陕西 ,Mon Jun 02 06:38:32 +0800 2025,16,disgust
违法了知不知道？,河北 ,Mon Jun 02 06:05:53 +0800 2025,4,sadness
就是很荒唐 不说色情淫秽一直光明正大地存在在在各个角落 就是海棠经营这么多年也不是一下子进入大众视野的 现在突然抓着这种无足轻重的事大做文章真的特别虚伪特别冠冕堂皇。。,海外,Mon Jun 02 01:07:57 +0800 2025,119,sadness
回复@蓝色经典1234567:滚一边儿去,海外,Mon Jun 02 14:50:26 +0800 2025,1,surprise
回复@蓝色经典1234567:我们大伙都知道没管谁告诉你管了呢,其他,Mon Jun 02 12:04:04 +0800 2025,3,disgust
回复@蓝色经典1234567:你怎么在各个评论下面杠人家？[允悲],其他,Mon Jun 02 11:21:57 +0800 2025,6,disgust
回复@蓝色经典1234567:那百度怎么这么多年都是一打开一堆小网站呢[汗][笑cry],其他,Mon Jun 02 09:53:45 +0800 2025,8,sadness
你怎么知道没有管呢？,河北 ,Mon Jun 02 06:05:38 +0800 2025,1,anger
想搞点业绩但是啥也不敢干，无能狂怒,安徽 ,Sun Jun 01 03:03:50 +0800 2025,138,anger
不要写黄嘛   传播淫秽色情本来就严判的  实在不行就自己看就行啦  不能传播的,其他,Sun Jun 01 09:02:17 +0800 2025,8,disgust
回复@拾方ww:图片评论 http://t.cn/A6eLAmOz,其他,Mon Jun 02 14:15:20 +0800 2025,0,disgust
回复@Kirkenking:我的意思是这些案子互相比较是不合理的  因为都不是同类案件 侵害的法益都不一样  不是说我觉得强奸那个就合理了[跪了]   你说的案件我先去了解一下  好多都没推送给我 可恶的大眼,其他,Mon Jun 02 11:57:47 +0800 2025,0,surprise
回复@西湖边的醋鱼啊:嗯嗯嗯嗯  有好律师会好些,其他,Mon Jun 02 11:54:35 +0800 2025,0,happiness
回复@拾方ww:不止qj的判的不合理，这个作者的案子判的也不合理，除了我刚刚跟你说的那个男的，几个月之前也有个男的偷拍+传播真人银秽视频，只被判了十个月，相似的罪行，换了个性别就变成十年了，你真的觉得合理吗[费解][费解],海外 ,Mon Jun 02 11:41:21 +0800 2025,0,disgust
回复@拾方ww:你见过哪个作家自己写自己看的，况且也没有明目张胆的传播啊，不比那些sq网站隐蔽的多？漫天sq小广告不用特地搜，随便点进一个浏览器里都有。还有之前一个男的偷拍真人银秽视频+大肆传播获利几十还是几百万都才判了个四五年而已，虽然传播皇文确实不对，但难道比那男的的罪严重双倍吗？[费解],海外 ,Mon Jun 02 11:38:07 +0800 2025,0,disgust
回复@拾方ww:愿意免费帮助他们的律师里有些是北上广优秀的律师,江苏 ,Mon Jun 02 11:34:56 +0800 2025,0,disgust
回复@拾方ww:你去@中国新闻周刊 里搜关键词“幼女”,海外 ,Mon Jun 02 11:29:13 +0800 2025,0,disgust
回复@iianif7:没盈利两年以下   不知道最后怎么认定   我记得好像有太太没收钱但接受打赏了  感觉可以从这儿辩一辩,其他,Mon Jun 02 11:09:23 +0800 2025,0,surprise
回复@拾方ww:拿 打错了,其他,Mon Jun 02 10:59:36 +0800 2025,0,happiness
回复@Kirkenking:而且这两不能在一起类比   一个是侵害人身安全犯罪一个是妨害社会秩序类犯罪   这样横向比有点奇怪?（有点没说清楚大概是这么个意思   你觉得强奸那个判罚不合理说单说那个就行了  那这两不搭噶的罪对比去凸显太太这个罪是不合理的）,其他,Mon Jun 02 10:59:00 +0800 2025,0,disgust
回复@Kirkenking:这个案件关键搜索词是啥啊  我找不到,其他,Mon Jun 02 10:52:56 +0800 2025,0,disgust
回复@Kirkenking:我说的是自己看自己写的   嫖娼也在管啊  有时地方上的官网会发布这些信息做反面教材的  黄色网站管不了是好多都是境外的  都不属于我国管辖范围,其他,Mon Jun 02 10:50:22 +0800 2025,0,anger
回复@iianif7:刚查了一下制作传播淫秽物品罪3年以上10年以下  给未成年看从重  所以在正常范围内吧,其他,Mon Jun 02 10:47:51 +0800 2025,0,surprise
回复@西湖边的醋鱼啊:免费的靠谱吗   花钱找个好点的律师吧[跪了][允悲],其他,Mon Jun 02 10:46:22 +0800 2025,0,disgust
现在的我问题是量刑和执法存在问题,其他,Mon Jun 02 09:01:20 +0800 2025,2,anger
大家是在愤怒不合理的量刑标准，正是因为整件事情都透着不合理才会有许许多多律师愿意免费提供帮助（其中不乏北上广的律师）,江苏 ,Mon Jun 02 06:25:22 +0800 2025,28,anger
回复@谆谆久安:嫖客也是犯了qj罪啊，对方还只是一个未满14岁的幼女，已经构成了qj罪了，这是事实，理所应当被判三年以上的，但是只被判了两年[裂开],海外 ,Sun Jun 01 21:19:44 +0800 2025,24,sadness
回复@Kirkenking:我记得两年是嫖客，后面团伙也是两年的吗,其他,Sun Jun 01 20:39:04 +0800 2025,0,surprise
回复@谆谆久安:有的哦，团伙作案qj不满14周岁的幼女+逼迫她卖银，涉嫌巨额pc金额，结果你猜怎么着，只被判了两年，说好的三年起步呢，现在直接刷新下限了，而女的写个小说就被判10年，pc沙人和qj都没有这个严重，你说可不可笑？[可爱],海外 ,Sun Jun 01 20:27:06 +0800 2025,14,anger
我只能说我们这些破看文的被资本家做局了 [泪]当然最惨的是太太们，是冲着她们来的,湖南 ,Sun Jun 01 18:31:46 +0800 2025,64,disgust
回复@cx1z0:那咋了那咋了那咋了,浙江 ,Mon Jun 02 17:44:34 +0800 2025,0,surprise
回复@萧箫淆:我不看这种??才看的泔水文章,浙江 ,Mon Jun 02 17:41:58 +0800 2025,0,disgust
回复@萧箫淆:你是要开户我吗[允悲][good]，无敌了孩子,浙江 ,Mon Jun 02 17:40:29 +0800 2025,0,sadness
回复@妹妹说紫色很有韵味OVO:你告诉我你的身份证号码，我向jc举报你看看你有没有看，你不给也没关系，我自己拿,其他,Mon Jun 02 15:37:07 +0800 2025,0,surprise
回复@妹妹说紫色很有韵味OVO:你怎么定义有无文学性？看片翻墙也犯法哦你有本事不看,其他,Mon Jun 02 14:25:12 +0800 2025,3,like
回复@冰棍上的纸船:照你这么想陈忠实和莫言早该被??了，那为什么人家还获奖无数，享有盛名呢,浙江 ,Mon Jun 02 14:24:41 +0800 2025,2,sadness
回复@妹妹说紫色很有韵味OVO:你名字都这个了ltp,其他,Mon Jun 02 14:24:34 +0800 2025,1,like
回复@冰棍上的纸船:就会对比这些情节是吧，同样都有，为什么你们这些黄雯就被禁止，人家就能获奖出版，不想想泔水有什么文学性吗,浙江 ,Mon Jun 02 14:18:56 +0800 2025,0,sadness
回复@冰棍上的纸船:那咋了那咋了[爱你],浙江 ,Mon Jun 02 14:17:25 +0800 2025,0,sadness
回复@妹妹说紫色很有韵味OVO:自己去看白鹿原和丰乳肥臀再说话要不，白鹿原第一章就是男的把自己老婆那啥死的情节,其他,Mon Jun 02 14:16:05 +0800 2025,0,disgust
回复@在音乐会做香氛的凤梨冰:怎么，活着哪里黄了[允悲][good]，能出版的我寻思审查的不比你懂吗,浙江 ,Mon Jun 02 13:48:31 +0800 2025,0,fear
回复@妹妹说紫色很有韵味OVO:我寻思余华和莫言写的可比海棠里的黄文黄多了，你有没有看过他们的小说？,四川,Mon Jun 02 13:44:10 +0800 2025,3,like
回复@妹妹说紫色很有韵味OVO:又看针对事实说不过就拉黑，无敌了[允悲][good],浙江 ,Mon Jun 02 12:08:05 +0800 2025,0,like
回复@折我一脸草:这是冤案啊，你就说她们写没写吧[允悲],浙江 ,Mon Jun 02 12:06:50 +0800 2025,2,sadness
回复@妹妹说紫色很有韵味OVO:哎，以后任何冤案都这样说啊，反正2025中国法律无敌，咱大中华法律已经到最全盛状态了！,其他,Mon Jun 02 12:05:45 +0800 2025,5,sadness
回复@妹妹说紫色很有韵味OVO:这个逆天头像评论我的刚评论完就拉黑，精神胜利法了[允悲][good],浙江 ,Mon Jun 02 11:58:19 +0800 2025,0,like
回复@妹妹说紫色很有韵味OVO:把余华莫言全抓了哈[哈哈][哈哈][哈哈],其他,Mon Jun 02 11:50:10 +0800 2025,7,happiness
有这个实力，抓一下偷拍[泪]抓一下人口拐卖[泪],广东 ,Sun Jun 01 22:12:13 +0800 2025,62,sadness
回复@蓝色经典1234567:量刑对吗？,天津 ,Mon Jun 02 15:11:46 +0800 2025,1,disgust
回复@冰棍上的纸船:自己犯罪了就管自己就行了，总攀咬别人干啥呢？你要不犯罪肯定没这事。,河北 ,Mon Jun 02 14:48:24 +0800 2025,0,disgust
回复@蓝色经典1234567:Qj幼女两年可真长[喵喵],其他,Mon Jun 02 14:16:36 +0800 2025,2,surprise
回复@蓝色经典1234567:图片评论 http://t.cn/A6eLAgd6,其他,Mon Jun 02 14:16:26 +0800 2025,1,disgust
回复@蓝色经典1234567:有管过抓过吗，偷拍被判定为无实质性伤害不予处罚，拐卖女生说好心收留女博士，怎么着社会新闻一个不看吗,江西,Mon Jun 02 12:57:04 +0800 2025,11,disgust
没管吗？没抓吗？,河北 ,Mon Jun 02 06:06:06 +0800 2025,1,anger
看到有个@披荆斩棘赵律师 律师姐姐团队为海棠作者提供免费法律援助了 各位去给她们转发下 一起帮帮妹妹们吧,江苏 ,Sun Jun 01 18:37:05 +0800 2025,107,disgust
经营网站的不抓，就抓作者，就让交交交罚款[允悲]柿子挑软的捏，手伸这么长看来油水不少啊,湖北 ,Sun Jun 01 22:13:33 +0800 2025,57,disgust
回复@蓝色经典1234567:你他爹的闲的蛋疼是不[吐],山西,Mon Jun 02 09:45:58 +0800 2025,14,disgust
回复@蓝色经典1234567:滚吧。,其他,Mon Jun 02 06:20:43 +0800 2025,1,sadness
有点脑子吧,河北 ,Mon Jun 02 06:06:34 +0800 2025,0,disgust
看人没后台柔弱好欺负,湖南 ,Sun Jun 01 19:57:55 +0800 2025,73,like
“写小黄书判十年。拐卖46名儿童致其中2人死亡，一本小黄书；囚禁虐待幼女，0.15本小黄书；QJ禁锢虐待被拐女性生8子，0.9本小黄书；虐妻致死，0.6本小黄书。既然有这么好的尺子对比，就更能证明妇幼的性命的分量不是吗？”来自网络评论区 没有为犯罪行为洗白的意思，只是觉得量刑让我不太能理解,海外 ,Mon Jun 02 02:57:53 +0800 2025,69,surprise
因为yhsq的录像他们也爱看  但是耽美小说 他们不看 另外女的好欺负,其他,Sun Jun 01 19:19:25 +0800 2025,34,like
回复@饭ate:这性质不一样吧jm是法/西/斯思想 有很大的反人类反文明的问题 女性向没有很离谱的东西 基本就是情情爱爱 但是恋童之类的就没得洗了 无论我怎么支持各类作者无罪我也不会说恋童和反人类无罪 这种必须狠狠抓,江苏 ,Sun Jun 01 21:59:54 +0800 2025,4,disgust
紫狂和Jm帝国不都被抓了吗,河北 ,Sun Jun 01 20:11:43 +0800 2025,2,anger
